No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
1052,MOC,HOT,H-100E,Vinai V.,RNC,Unsafe Action,SL Performance,ไม่มี Safety Lead (หลังเที่ยงคืน),,8/20/2021,8/20/2021,Closed
1053,MOC,HOT,H-100E,Nakarin S.,RNC,Unsafe Condition,Housekeeping,ไฟสปอตไลท์กีดขวางพื้นที่ปฏิบัติงาน (ไม่ได้ใช้งาน),,8/21/2021,8/21/2021,Closed
1054,MOC,HOT,H-100E,Nakarin S.,RNC,Unsafe Condition,Housekeeping,อุปกรณ์ lock tube ไม่ได้ใช้งาน กีดขวางพื้นที่ปฏิบัติงาน,,8/21/2021,8/21/2021,Closed
1055,MOC,HOT,H-100E,Vinai V.,RNC,Unsafe Condition,Housekeeping,pipe นั่งร้านกีดขวางทางเดิน,,8/21/2021,8/21/2021,Closed
1056,MOC,HOT,H-100E,Vinai V.,RNC,Unsafe Condition,Work at height,น็อตหลุดจาก U-bolt เกือบหล่นไปด้านล่าง,,8/21/2021,8/21/2021,Closed
1057,MOC,HOT,H-100E,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟไม่มิดชิด,,8/21/2021,8/21/2021,Closed
1058,MOC,HOT,H-100E,Orachun S.,RNC,Unsafe Condition,Hot Work,ถัง LPG ไม่มี Foggy และ Checklist,,8/22/2021,8/22/2021,Closed
1059,MOC,HOT,H-100E,Orachun S.,RNC,Unsafe Condition,Scaffolding,ไม่มีป้ายเตือนระวังศีรษะชน นั่งร้าน,,8/22/2021,8/22/2021,Closed
1060,MOC,HOT,H-100E,Orachun S.,RNC,Unsafe Condition,Scaffolding,ไม่มี base plate รอง pack นั่งร้าน,,8/22/2021,8/22/2021,Closed
1061,MOC,UT,PR-7C,Uthai T.,SIS,Unsafe Condition,Housekeeping,รื้อนั่งร้านแล้วไม่ได้จัดเก็บออกจากพื้นที่,,8/22/2021,8/31/2021,Closed
1062,MOC,Olefins2,Sub Station,Uthai T.,TTCL,Unsafe Condition,Housekeeping,เศษ Insulation อุดตันท่อน้ำ,,8/22/2021,8/31/2021,Closed
1063,MOC,HOT,H-100E,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ทำงานเชื่อมไม่ได้ปิดล้อมผ้ากันไฟ,,8/22/2021,8/22/2021,Closed
1064,MOC,HOT,H-100E,Nakarin S.,RNC,Unsafe Condition,Hot Work,ผู้ปฏิบัติงานวางขวดน้ำดื่มใกล้จุดงานเชื่อม,,8/23/2021,8/23/2021,Closed
1065,MOC,UT,PSV-2800A,Tiwa A.,REPCO,Unsafe Condition,Tools & Equipment,ไม่มี Checklist ถัง Nitrogen,,8/23/2021,8/23/2021,Closed
1066,MOC,Olefins2,T-S220,Orachun S.,WTM,Unsafe Condition,Scaffolding,ติดตั้งนั่งร้านเสร็จแล้ว ไม่ได้แขวน Tag ระบุสถานะ,,8/23/2021,8/23/2021,Closed
1067,MOC,Olefins2,T-S220,Orachun S.,MOC (OPE),Unsafe Condition,Others,ข้อต่อสายฝักบัว Eye washer แตกชำรุด,,8/23/2021,8/31/2021,Open
1068,MOC,HOT,H-100E,Nakarin S.,RNC,Unsafe Condition,Work at height,ช่องเปิดบริเวณ Chanel TLE,,8/24/2021,8/24/2021,Closed
1069,MOC,UT,PSV-2023A,Orachun S.,LEO,Unsafe Action,PPE,สวมถุงมือผ้าในงาน fungtion test,,8/24/2021,8/24/2021,Closed
1070,MOC,UT,TK-S2411,Tiwa A.,NALCO,Unsafe Action,Chemical Work,ไม่มี Checklist งาน load chemical,,8/24/2021,8/24/2021,Closed
1071,MOC,UT,TK-2161,Tiwa A.,DGT,Unsafe Action,Chemical Work,ไม่มี Checklist งาน load chemical,,8/24/2021,8/24/2021,Closed
1072,MOC,Olefins2,T-S220,Orachun S.,TIMA,Unsafe Action,Hot Work,ชั้นบนไม่มี Fire watch,,8/24/2021,8/24/2021,Closed
1073,MOC,Olefins2,H-S2018 TW,Uthai T.,KEC,Unsafe Action,Hot Work,"หินเจียรไม่มี Handle
",,8/24/2021,8/24/2021,Closed
1074,MOC,UT,PIT-3060,SWP Audit,WTM,Unsafe Action,PTW & JSA,SL ประเมิน JSA ไม่ครอบคลุม เนื่องจากมีการปฏิบัติงานใกล้จุดที่มีสารเคมี,,8/24/2021,8/24/2021,Closed
1075,MOC,UT,TK-2260,Tiwa A.,ศรีไทย,Unsafe Action,Chemical Work,ไม่มี Checklist งาน load chemical,,8/25/2021,8/25/2021,Closed
1076,MOC,Olefins2,C-S300,Orachun S.,RSC,Unsafe Condition,Housekeeping,อุปรณ์นั่งร้านวางกีดขวางทางเดิน,,8/25/2021,8/31/2021,Closed
1077,MOC,Olefins2,PR-24,Uthai T.,TTCL/ LT,Unsafe Condition,Housekeeping,กองนั่งร้านกีดขวางอุปกรณ์ Plant,,8/25/2021,8/31/2021,Closed
1078,MOC,HOT,TK-249,Tiwa A.,NALCO,Unsafe Action,Chemical Work,ไม่มี Checklist งาน load chemical,,8/26/2021,8/26/2021,Closed
1079,MOC,TFU,TK-1010B,Phasit P.,INSEE,Unsafe Condition,Electrical & Grounding,Ground ไม่เป็นไปตามข้อกำหนด (ไม่ต่ำกว่า 16 Sqm.),,8/26/2021,8/26/2021,Closed
1080,MOC,TFU,TK-1010B,Phasit P.,INSEE,Unsafe Condition,Electrical & Grounding,ต่อสาย Ground  ร่วมกับ Ground ของ Plant,,8/26/2021,8/26/2021,Closed
1081,MOC,Olefins2,-,Orachun S.,TTCL/ LT,Unsafe Condition,Housekeeping,Barricade จุดกองเก็บอุปกรณ์นั่งร้านไม่สมบูรณ์,,8/26/2021,8/31/2021,Closed
1082,MOC,TFU,Interpipe,SWP Audit,ACE,Unsafe Condition,Hot Work,งาน HWI ในหลุม CSE ไม่มีพัดลมดูดอากาศ,,8/26/2021,8/26/2021,Closed
1083,MOC,HOT,H-100E,Vinai V.,RNC,Unsafe Condition,Lifting,ไม่มีผ้ารองสลิงผ้าใบกันบาด,,8/27/2021,8/27/2021,Closed
1084,MOC,HOT,H-100E,Rueng A-morn M.,RNC,Unsafe Action,Hot Work,ผู้ช่วยงานเชื่อมไม่สวมใส่แว่นตานิรภัย,,8/27/2021,8/27/2021,Closed
1085,MOC,UT,PIT-3060,Tiwa A.,WTM,Unsafe Condition,Lifting,งานยกอุปกรณ์นั่งร้านไม่มีป้ายเตือน,,8/27/2021,8/27/2021,Closed
1086,MOC,HOT,H-100E,Orachun S.,RNC,Unsafe Condition,Housekeeping,ผ้าใบกันแดดไม่ได้ใช้งาน มีน้ำขัง,,8/28/2021,8/28/2021,Closed
1087,MOC,Olefins2,E-S380,MOC OPE,-,Near Miss,Scaffolding,อุปกรณ์มีลักษณะยุบ เนื่องจากถูกกระแทก,,8/29/2021,8/31/2021,Closed
1088,MOC,HOT,H-100E,Rueng A-morn M.,LEO,Unsafe Condition,Work at height,งาน Swing blind ใช้ประแจปากตายไม่ได้ผูกเชือกป้องกันการตก,,8/30/2021,8/30/2021,Closed
1089,MOC,UT,T-2400D,Tiwa A.,WTM,Unsafe Action,Transportation,Flag man ไม่มีเสื้อสะท้อนแสงและธงให้สัญญาณ,,8/30/2021,8/30/2021,Closed
1090,MOC,Olefins2,Line blow down,Orachun S.,UTOC,Unsafe Condition,Work at height,ไม่มีป้ายเตือนอันตราย งานขนย้ายอุปกรณ์,,8/30/2021,8/30/2021,Closed
1091,MOC,ARU,E-876,Uthai T.,REPCO (ME),Unsafe Action,LOTO/ LB,ใช้ถุงมือผ้าในงาน Torque bolt,,8/30/2021,8/30/2021,Closed
1092,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Hot Work,มีถุงพลาสติกใน Hot Box,,8/31/2021,8/31/2021,Closed
1093,MOC,Olefins2,Line blow down,Orachun S.,UTOC,Unsafe Condition,Hot Work,ถัง Argon ไม่มี Checklist,,8/31/2021,8/31/2021,Closed
1094,MOC,Olefins2,Line blow down,Orachun S.,UTOC,Unsafe Condition,Lifting,รอกที่นำมาใช้งาน Safety Latch ชำรุด,,8/31/2021,8/31/2021,Closed
1095,MOC,OSBL,Workshop,Vinai V.,APP Service,Unsafe Action,PPE,งานเปลี่ยนประตู Workshop ไม่สวมถุงมือ/ ไม่ใส่แว่นตา,,9/1/2021,9/1/2021,Closed
1096,MOC,UT,T-2400D,Tiwa A.,MOC (OPE),Unsafe Condition,LOTO/ LB,แขวน Tag LOTO ไม่ครบ,,9/1/2021,9/2/2021,Closed
1097,MOC,Olefins2,Line blow down,SWP Audit,UTOC,Unsafe Condition,Hot Work,ทำงานเชื่อมไม่ได้ปิดล้อมผ้ากันไฟ,,9/1/2021,9/1/2021,Closed
1098,MOC,Olefins2,Line blow down,SWP Audit,UTOC,Unsafe Condition,Housekeeping,Barricade Generator ทับรางระบายน้ำโดยไม่มี plate รอง,,9/1/2021,9/1/2021,Closed
1099,MOC,HOT,PSV-940,Vinai V.,WTM,Unsafe Condition,Scaffolding,งานติดตั้งนั่งร้าน ปิดล้อม Barricade ไม่ครอบคลุม,,9/2/2021,9/2/2021,Closed
1100,MOC,UT,T-2400D,Tiwa A.,WTM,Unsafe Condition,Work at height,ไม่มี Hard Barricade ปิดกั้นช่องเปิด,,9/2/2021,9/3/2021,Closed
1101,MOC,Olefins2,PS-250A,Orachun S.,REPCO (MES),Unsafe Condition,Others,แผ่นอลูมิเนียมสภาพถูกรื้อทำให้มีส่วนแหลมคมยื่นออกมา ขณะที่มีการทำงานอาจทำให้ได้รับบาดเจ็บได้,,9/2/2021,9/6/2021,Closed
1102,MOC,ARU,E-876,Uthai T.,HDS,Unsafe Condition,Water jet,ใช้ลวดมัดสายไฟกับนั่งร้าน,,9/3/2021,9/3/2021,Closed
1103,MOC,TFU,Interpipe,Tatsanai P.,ACE,Unsafe Condition,Pressure test,เครื่อง Hydro test ยังไม่ได้ตรวจสภาพ,,9/3/2021,9/3/2021,Closed
1104,MOC,Olefins2,Line blow down,Orachun S.,UTOC,Unsafe Condition,Pressure test,งาน Hydro test ไม่มี Safety Valve,,9/3/2021,9/3/2021,Closed
1105,MOC,Olefins2,T-S540,Nakarin S.,MOC (OPE),Unsafe Condition,Housekeeping,เศษผ้าที่ไม่ได้นำออกหลังจากทำงานติดกับ Line (อุณหภูมิติดลบ) ต้องใช้ Methanol ล้างออก,,9/3/2021,9/3/2021,Closed
1106,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Work at height,คล้องเกี่ยว Safety Harness กับอุปกรณ์ Plant,,9/4/2021,9/4/2021,Closed
1107,MOC,UT,Waste storage,Rueng A-morn M.,ECO,Accident,Transportation,(Level 1) Springer ระบบน้ำดับเพลิงฉีดน้ำ เนื่องจากงาของรถ Folk lift กระแทก ขณะทำงานขนย้าย Big bag,,9/4/2021,9/4/2021,Closed
1108,MOC,TFU,TK-1010B,Tatsanai P.,INSEE,Unsafe Action,PTW & JSA,"SL, FO ไม่ได้ sign work permit ช่วงต่อกะ และ SL กะกลางคืนลงชื่อปิด work permit ไว้",,9/5/2021,9/5/2021,Closed
1109,MOC,COLD,FRAC1 (TV-509),Rueng A-morn M.,WTM,Unsafe Condition,Housekeeping,อุปกรณ์นั่งร้านวางเกะกะบน Platform,,9/6/2021,9/6/2021,Closed
1110,MOC,UT,T-2400D,Tiwa A.,SYN,Unsafe Action,Transportation,ปิดกั้นพื้นที่ไม่ครอบคลุมและ Flag man ไม่มีเสื้อสะท้อนแสง,,9/6/2021,9/6/2021,Closed
1111,MOC,Olefins2,H-120A,Orachun S.,TTCL,Unsafe Condition,Housekeeping,ถังดับเพลิงไม่ได้ตรวจสภาพวางทิ้งไว้ไม่ได้ใช้งาน,,9/6/2021,9/6/2021,Closed
1112,MOC,COLD,FRAC1 (TV-509),Rueng A-morn M.,WTM,Unsafe Condition,Scaffolding,ตั้งนั่งร้านเบียดกับอุปกรณ์ Pressue gauge ของ Plant,,9/7/2021,9/7/2021,Closed
1113,MOC,HOT,TK-249,Vinai V.,NALCO,Unsafe Action,PTW & JSA,ไม่มารับ Work เพื่อพารถ Load Chemical เข้าพื้นที่,,9/7/2021,9/7/2021,Closed
1114,MOC,Olefins2,D-S302,Nakarin S.,REPCO (ME),Unsafe Condition,Pressure test,Hand pump งาน Hydro test ไม่ผ่านการตรวจสภาพ,,9/8/2021,9/9/2021,Closed
1115,MOC,HOT,LT-315AB,Vinai V.,REPCO (IE),Unsafe Condition,Work at height,งานเปลี่ยน LT ประแจที่นำมาใช้งานบนนั่งร้าน ไม่มีเชือกผูกมัด,,9/9/2021,9/9/2021,Closed
1116,MOC,HOT,PSV-2023BC,Vinai V.,REPCO (IE),Unsafe Action,SL Performance,งาน test safety valve SL ไม่อยู่ที่หน้างาน,,9/9/2021,9/9/2021,Closed
1117,MOC,HOT,PSV-2023BC,Vinai V.,LEO,Unsafe Condition,Work at height,งาน test safety ประแจที่นำมาใช้งานบนนั่งร้าน ไม่มีเชือกผูกมัด,,9/9/2021,9/9/2021,Closed
1118,MOC,HOT,PSV-2023BC,Vinai V.,LEO,Unsafe Action,PPE,งาน test safety ใช้ถุงมือผ้าไม่เหมาะสม,,9/9/2021,9/9/2021,Closed
1119,MOC,ARU,E-876,SWP Audit,MYC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟคับแคบทำให้มีพื้นที่จำกัด และสูงเพียงระดับครึ่งลำตัว,,9/9/2021,9/9/2021,Closed
1120,MOC,ARU,E-876,SWP Audit,MYC,Unsafe Action,Hot Work,ผู้ไม่เกี่ยวข้องยืนจับผ้ากันไฟอยู่ใน Line of fire,,9/9/2021,9/9/2021,Closed
1121,MOC,HOT,PSV-940,SWP Audit,MYC,Unsafe Condition,Lifting,ใช้สลิงผ้าใบผูกกันเพื่อดึงท่อขึ้นบนนั่งร้าน,,9/9/2021,9/9/2021,Closed
1122,MOC,HOT,H-100G,Thongmai U.,REPCO (MER),Unsafe Condition,Housekeeping,Man Basket กีดขวาง Fire hose box,,9/10/2021,9/10/2021,Closed
1123,MOC,HOT,PSV-9309AB,Vinai V.,LEO,Unsafe Action,PPE,งาน Remove/ Install PSV ไม่สวมใส่ถุงมือ,,9/10/2021,9/10/2021,Closed
1124,MOC,TFU,Interpipe,Uthai T.,ACE,Unsafe Action,Paint/ Coat/ Blast,ทำงานทาสี ไม่สวมใส่ถุงมือ,,9/11/2021,9/11/2021,Closed
1125,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Scaffolding,งานติดตั้งนั่งร้าน ปิดล้อมพื้นที่ไม่ครอบคลุม,,9/11/2021,9/11/2021,Closed
1126,MOC,ARU,E-876,Nakarin S.,KEC,Unsafe Action,PTW & JSA,ไม่มี JSA แนบ PTW ARU-Ccon-06,,9/12/2021,9/12/2021,Closed
1127,MOC,HOT,H-100G,Thongmai U.,ST,Unsafe Action,Installation/ Alignment,ไม่สวมใส่ Face Shield ขณะเปลี่ยน Packing Valve Line Steam SS,,9/13/2021,9/13/2021,Closed
1128,MOC,HOT,D-940,Orachun S.,MYC,Unsafe Condition,Hot Work,ล้อมผ้ากันไฟไม่มิดชิด มีช่องโหว่,,9/13/2021,9/13/2021,Closed
1129,MOC,HOT,D-940,Orachun S.,MYC,Unsafe Condition,Hot Work,Face shield มีลักษณะชำรุด,,9/14/2021,9/14/2021,Closed
1130,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,SL Performance,งาน Swing Blind/ ถอดประกอบ ไม่มี Safety Lead ,,9/14/2021,9/14/2021,Closed
1131,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Work at height,งานถอดประกอบอุปกรณ์ มีการนำประแจปากตายมาใช้โดยไม่มีเชือกผูกป้องกันการตก,,9/14/2021,9/14/2021,Closed
1132,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Electrical & Grounding,ติดตั้งไฟแสงสว่าง โดยหลอดไฟ-สายไฟ วางอยู่พื้นที่น้ำขัง เปียกชื้น,,9/15/2021,9/15/2021,Closed
1133,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,CSE,Fire watch ที่ดูแล Cut U-Bend ไม่มี Sticker CSE,,9/15/2021,9/15/2021,Closed
1134,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Work at height,มีช่องเปิดคนสามารถตกลงไปได้,,9/15/2021,9/15/2021,Closed
1135,MOC,HOT,H-100G,Rueng A-morn M.,ISS (HDS),Unsafe Action,Water jet,ผู้ปฏิบัติงาน Water jet ไม่สวมใส่กระบังหน้าป้องกันละอองน้ำและเศษสะเก็ดวัสดุที่อาจกระเด็น เข้าใบหน้าได้,,9/15/2021,9/15/2021,Closed
1136,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Work at height,กระป๋องน้ำมัน WD ใช้แล้วไม่จัดเก็บ วางไว้หมิ่นเสี่ยงต่อการตก,,9/16/2021,9/16/2021,Closed
1137,MOC,HOT,H-100G,Thongmai U.,ISS (HDS),Unsafe Condition,Water jet,งาน Water jet ใช้ลวด/ เชือกฟางมัดสายไฟ,,9/16/2021,9/16/2021,Closed
1138,MOC,Olefins2,P2,Uthai T.,TTCL,Unsafe Condition,Transportation,จอดรถไม่หนุนล้อ,,9/16/2021,9/16/2021,Closed
1139,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Work at height,ทำงานใกล้ช่องเปิดโดยไม่ได้สวม Safety Harness,,9/16/2021,9/16/2021,Closed
1140,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Electrical & Grounding,วางสายไฟกัดขวางทางเดิน (สูงระดับหัวเข่า),,9/16/2021,9/16/2021,Closed
1141,MOC,HOT,H-100G,Vinai V.,ISS (HDS),Unsafe Condition,Water jet,ปิดล้อมพื้นที่ไม่เรียบร้อย,,9/16/2021,9/16/2021,Closed
1142,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟไม่มิดชิด มีสะเก็ดไฟกระจายออกมา,,9/17/2021,9/17/2021,Closed
1143,MOC,Olefins2,P2,Uthai T.,LT,Unsafe Condition,Scaffolding,นั่งร้านกีดขวางอุปกรณ์ Plant,,9/17/2021,9/17/2021,Closed
1144,MOC,HOT,D-940,Orachun S.,MYC,Unsafe Condition,Work at height,ประแจที่นำมาใช้งานไม่มีเชือกผูก,,9/17/2021,9/17/2021,Closed
1145,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Condition,Work at height,ช่องเปิด TLE ไม่สามารถติดตั้ง Hard Barricade ได้ เนื่องจากติดอุปกรณ์ Water jet (ใช้แผ่นนั่งร้านปิดไว้ชั่วคราว),,9/17/2021,9/20/2021,Closed
1146,MOC,UT,CT-460,Uthai T.,KEC,Unsafe Condition,Lifting,วางขา Hiab ที่ขอบรางระบายน้ำ,,9/18/2021,9/18/2021,Closed
1147,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Lifting,ไม่มีผ้ารองสลิงผ้าใบกันบาด งาน Remove Inlet Coil,,9/18/2021,9/18/2021,Closed
1148,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Work at height,คล้องเกี่ยว Safety Harness จุดที่ไม่มั่นคงแข็งแรง (ตะขอ Hook คล้องเกี่ยวคนละจุดกัน),,9/18/2021,9/18/2021,Closed
1149,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Lifting,รอกตาเดียวไม่มี inspect,,9/18/2021,9/18/2021,Closed
1150,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Lifting,นั่งร้านไม่ได้ออกแบบสำหรับทำจุดแขวนรอก,,9/18/2021,9/18/2021,Closed
1151,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Lifting,เชือกที่ใช้ผูกหย่อน Coil ไม่รู้พิกัดน้ำหนัก (SWL),,9/18/2021,9/18/2021,Closed
1152,MOC,HOT,H-100G,Orachun S.,REPCO (EE),Unsafe Condition,Tools & Equipment,ข้อต่อท่อ Conduit สายไฟห้อยลงมาใต้ Manhole Fire Box,,9/19/2021,9/20/2021,Closed
1153,MOC,HOT,H-100G,Orachun S.,REPCO (IE),Unsafe Condition,Tools & Equipment,Tube transmitter มีลักษณะโค้งงอ,,9/19/2021,9/20/2021,Closed
1154,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Scaffolding,อุปกรณ์ของทางผลิต ไม่ได้ติดตั้ง Cover guard เนื่องจากอยู่ในจุดที่มีงานติดตั้งนั่งร้าน,,9/19/2021,9/20/2021,Closed
1155,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Work at height,ช่องเปิดด้านหน้า Fire Box เนื่องจากมีการถอด Handrail ออก,,9/19/2021,9/20/2021,Closed
1156,MOC,TFU,TK-1010B,Tatsanai P.,INSEE,Unsafe Condition,Pressure test,ใช้ลวดมัดแทนเข็มขัดรัดสายแรงดัน,,9/19/2021,9/20/2021,Closed
1157,MOC,TFU,TK-1010B,Tatsanai P.,INSEE,Unsafe Action,PTW & JSA,"SL ดูงานพร้อมกัน 2 work (งานติดตั้งนั่งร้านสูง 25 m., งาน CSE)",,9/19/2021,9/19/2021,Stop Work
1158,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Hot Work,ผ้ากันไฟมีสภาพชำรุด,,9/19/2021,9/19/2021,Closed
1159,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Scaffolding,นำผู้ช่วยช่างมาตั้งนั่งร้าน,,9/19/2021,9/19/2021,Closed
1160,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Installation/ Alignment,ไม่สวมถุงมือขณะทำงานถอดประกอบชิ้นงาน,,9/19/2021,9/19/2021,Closed
1161,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Work at height,ช่องเปิดบนหลังคาเตาไม่ได้ปิดกั้น Barricade ซึ่งมีการทำงาน Remove manifold/ Y-piece,,9/20/2021,9/26/2021,Closed
1162,MOC,UT,PSV-2021,Orachun S.,REPCO (IE),Unsafe Condition,Scaffolding,Tag นั่งร้านหมดอายุ,,9/20/2021,9/20/2021,Closed
1163,MOC,OSBL,Workshop,Uthai T.,NTT,Unsafe Action,PPE,งานถอดย้าย Air condition ไม่สวมใส่ถุงมือ,,9/20/2021,9/20/2021,Closed
1164,MOC,OSBL,Workshop,Uthai T.,NTT,Unsafe Condition,Scaffolding,งานถอดย้าย Air condition นั่งร้านหมดอายุ ไม่ได้ Update,,9/20/2021,9/20/2021,Closed
1165,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Scaffolding,Modify นั่งร้านโดยไม่ได้ตรวจสอบก่อนใช้งาน,,9/20/2021,9/20/2021,Closed
1166,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Scaffolding,ราวกันตกไม่มี plate รองเสา,,9/20/2021,9/20/2021,Closed
1167,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟไม่ครอบคลุม มีลูกไฟกระเด็นออกมา,,9/20/2021,9/20/2021,Closed
1168,MOC,Olefins2,-,Uthai T.,TTCL,Unsafe Condition,Lifting,ยกขนย้ายนั่งร้านโดยไม่ได้ pack,,9/21/2021,9/21/2021,Closed
1169,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Hot Work,ล้อมผ้ากันไฟไม่ครบทั้ง 4 ด้าน,,9/21/2021,9/21/2021,Closed
1170,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Hot Work,ใช้ Pallet ไม้วางรองอุปกรณ์เพื่อทำงานเจียรแต่ง,,9/21/2021,9/21/2021,Closed
1171,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Lifting,"Sling ไม่มี Sticker inspected (อยู่ที่คนส่งตรวจ, ไม่ได้นำมาแปะ)",,9/21/2021,9/21/2021,Closed
1172,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Lifting,Rigger ขึ้นไปช่วยประกอบเครน,,9/21/2021,9/21/2021,Closed
1173,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Scaffolding,Stock อุปกรณ์นั่งร้านที่หลงเหลือจากการติดตั้งไว้บนนั่งร้านที่ไม่มี Toe board และราวกันตก,,9/21/2021,9/21/2021,Closed
1174,MOC,HOT,D-940,Orachun S.,MYC,Unsafe Condition,Hot Work,กล่องกระดาษใส่อุปกรณ์วางอยู่ใกล้จุดปฏิบัติงานเจียร เชื่อม Support pipe,,9/22/2021,9/22/2021,Closed
1175,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Scaffolding,ไม่ได้ปิดล้อมพื้นที่ด้านล่างขณะขนย้ายนั่งร้านขึ้นด้านบน,,9/22/2021,9/22/2021,Closed
1176,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Installation/ Alignment,ทำงานงานถอดประกอบโดยไม่สวมใส่ถุงมือป้องกันการหนีบ กระแทก,,9/22/2021,9/22/2021,Closed
1177,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Scaffolding,นั่งร้านไม่มี Toe board กันตก,,9/23/2021,9/23/2021,Closed
1178,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Work at height,จุดคล้องเกี่ยว Safety Harness ไม่สะดวกต่อการเคลื่อนย้าย คล้องเกี่ยว,,9/23/2021,9/23/2021,Closed
1179,MOC,HOT,H-100A,SWP Audit,WTM,Unsafe Condition,Scaffolding,อุปกรณ์นั่งร้านเป็นสนิม/ ชำรุด,,9/23/2021,9/30/2021,Closed
1180,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟไม่ครอบคลุม เนื่องจากมีลูกไฟตกจาก Grating ซึ่งมีถุง Insulation อยู่ด้านล่าง,,9/23/2021,9/23/2021,Closed
1181,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Action,Hot Work,"ใช้งานหินเจียร 4"" โดยไม่มี Handle",,9/23/2021,9/23/2021,Closed
1182,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Action,Lifting,ไม่สวมใส่ถุงมือในงานยก,,9/23/2021,9/23/2021,Closed
1183,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Action,PPE,ถอดหมวก/ ไม่สวมใส่แว่นตา นักพักที่จุดทำงาน,,9/23/2021,9/23/2021,Closed
1184,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Action,CSE,วิธีการติดต่อสื่อสารระหว่า Hole Watch และผู้ปฏิบัติงานด้านใน CSE ไม่ Effective,,9/23/2021,9/23/2021,Closed
1185,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Work at height,ยืนทำงานบน Pipe (งาน Cold cut) เสี่ยงต่อการพลัดตก,,9/24/2021,9/24/2021,Closed
1186,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Condition,Electrical & Grounding,สายไฟพาดเกี่ยวกับนั่งร้านโดยตรง,,9/24/2021,9/24/2021,Closed
1187,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Installation/ Alignment,ทำงานงานถอดประกอบโดยไม่สวมใส่ถุงมือป้องกันการหนีบ กระแทก,,9/24/2021,9/24/2021,Closed
1188,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Lifting,Safety Latch รอกโซ่ที่นำมาใช้ในงานถอดประกอบมีสภาพชำรุด ,,9/24/2021,9/24/2021,Closed
1189,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,CSE,Steam Drum ไม่มีป้ายเตือนอันตรายในที่อับอากาศ,,9/25/2021,9/26/2021,Closed
