ID,TagName,Description,Area
32940,HA118B-BS,HA118B-BS        H-100B ,HOT
32941,XA124B,XA124B           H-100B ,HOT
32942,XA140B-H_LF,XA140B-H_LF      H-100B ,HOT
32943,XA140B-B_LF,XA140B-B_LF      H-100B ,HOT
32944,XA157B,XA157B           H-100B ,HOT
32945,XAC100B_SP,XAC100B-SP       H-100B ,HOT
32946,XAH100B-SD1,XAH100B-SD1      H-100B ,HOT
32947,XAH100B-SD2,XAH100B-SD2      H-100B ,HOT
32948,XAL141B,XAL141B          H-100B ,HOT
32949,XALL141B,XALL141B         H-100B ,HOT
32950,XALLL141B,XALLL141B        H-100B ,HOT
32951,XATAHH127B-B_LF,XATAHH127B-B_LF  H-100B ,HOT
32952,XATAHH127B-H_LF,XATAHH127B-H_LF  H-100B ,HOT
32953,XEV101B_LF,XEV101B_LF       H-100B ,HOT
32954,XEV103B_LF,XEV103B_LF       H-100B ,HOT
32955,XEV104B_LF,XEV104B_LF       H-100B ,HOT
32956,XEV105B_LF,XEV105B_LF       H-100B ,HOT
32957,XEV106B_LF,XEV106B_LF       H-100B ,HOT
32958,XEV107B_LF,XEV107B_LF       H-100B ,HOT
32959,XEV108B_LF,XEV108B_LF       H-100B ,HOT
32960,XEV109B_LF,XEV109B_LF       H-100B ,HOT
32961,XEV110B_LF,XEV110B_LF       H-100B ,HOT
32962,XEV111B_LF,XEV111B_LF       H-100B ,HOT
32963,XEV112B-01_LF,XEV112B-01_LF    H-100B ,HOT
32964,XEV112B-02_LF,XEV112B-02_LF    H-100B ,HOT
32965,XEV112B-03_LF,XEV112B-03_LF    H-100B ,HOT
32966,XEV112B-04_LF,XEV112B-04_LF    H-100B ,HOT
32967,XEV112B-05_LF,XEV112B-05_LF    H-100B ,HOT
32968,XEV112B-06_LF,XEV112B-06_LF    H-100B ,HOT
32969,XEV112B-07_LF,XEV112B-07_LF    H-100B ,HOT
32970,XEV112B-08_LF,XEV112B-08_LF    H-100B ,HOT
32971,XEV112B-09_LF,XEV112B-09_LF    H-100B ,HOT
32972,XEV112B-10_LF,XEV112B-10_LF    H-100B ,HOT
32973,XEV113B-01_LF,XEV113B-01_LF    H-100B ,HOT
32974,XEV113B-02_LF,XEV113B-02_LF    H-100B ,HOT
32975,XEV113B-03_LF,XEV113B-03_LF    H-100B ,HOT
32976,XEV113B-04_LF,XEV113B-04_LF    H-100B ,HOT
32977,XEV113B-05_LF,XEV113B-05_LF    H-100B ,HOT
32978,XEV113B-06_LF,XEV113B-06_LF    H-100B ,HOT
32979,XEV113B-07_LF,XEV113B-07_LF    H-100B ,HOT
32980,XEV113B-08_LF,XEV113B-08_LF    H-100B ,HOT
32981,XEV113B-09_LF,XEV113B-09_LF    H-100B ,HOT
32982,XEV113B-10_LF,XEV113B-10_LF    H-100B ,HOT
32983,XEV114B_LF,XEV114B_LF       H-100B ,HOT
32984,XEV115B_LF,XEV115B_LF       H-100B ,HOT
32985,XL116B-C_LF,XL116B-C_LF      H-100B ,HOT
32986,XL116B-O_LF,XL116B-O_LF      H-100B ,HOT
32987,XL117B-C_LF,XL117B-C_LF      H-100B ,HOT
32988,XL117B-O_LF,XL117B-O_LF      H-100B ,HOT
32989,XSC100B-SP_LF,XSC100B-SP_LF    H-100B ,HOT
32990,XZCL101B_LF,XZCL101B_LF      H-100B ,HOT
32991,XZCL103B_LF,XZCL103B_LF      H-100B ,HOT
32992,XZCL104B_LF,XZCL104B_LF      H-100B ,HOT
32993,XZCL105B_LF,XZCL105B_LF      H-100B ,HOT
32994,XZCL106B_LF,XZCL106B_LF      H-100B ,HOT
32995,XZCL107B_LF,XZCL107B_LF      H-100B ,HOT
32996,XZCL108B_LF,XZCL108B_LF      H-100B ,HOT
32997,XZCL109B_LF,XZCL109B_LF      H-100B ,HOT
32998,XZCL110B_LF,XZCL110B_LF      H-100B ,HOT
32999,XZCL111B_LF,XZCL111B_LF      H-100B ,HOT
33000,XZCL112B-01_LF,XZCL112B-01_LF   H-100B ,HOT
33001,XZCL112B-02_LF,XZCL112B-02_LF   H-100B ,HOT
33002,XZCL112B-03_LF,XZCL112B-03_LF   H-100B ,HOT
33003,XZCL112B-04_LF,XZCL112B-04_LF   H-100B ,HOT
33004,XZCL112B-05_LF,XZCL112B-05_LF   H-100B ,HOT
33005,XZCL112B-06_LF,XZCL112B-06_LF   H-100B ,HOT
33006,XZCL112B-07_LF,XZCL112B-07_LF   H-100B ,HOT
33007,XZCL112B-08_LF,XZCL112B-08_LF   H-100B ,HOT
33008,XZCL112B-09_LF,XZCL112B-09_LF   H-100B ,HOT
33009,XZCL112B-10_LF,XZCL112B-10_LF   H-100B ,HOT
33010,XZCL114B_LF,XZCL114B_LF      H-100B ,HOT
33011,XZCL115B_LF,XZCL115B_LF      H-100B ,HOT
33012,XZCL-116B,XZCL-116B        H-100B ,HOT
33013,XZCL116B_LF,XZCL116B_LF      H-100B ,HOT
33014,XZCL-117B,XZCL-117B        H-100B ,HOT
33015,XZCL117B_LF,XZCL117B_LF      H-100B ,HOT
33016,XZA-116B,XZE-116B         H-100B ,HOT
33017,XZE116B_LF,XZE116B_LF        H-100B,HOT
33018,XZA-117B,XZE-117B         H-100B ,HOT
33019,XZE117B_LF,XZE117B_LF        H-100B,HOT
33020,XZI113B-01_LF,XZI113B-01_LF    H-100B ,HOT
33021,XZI113B-02_LF,XZI113B-02_LF    H-100B ,HOT
33022,XZI113B-03_LF,XZI113B-03_LF    H-100B ,HOT
33023,XZI113B-04_LF,XZI113B-04_LF    H-100B ,HOT
33024,XZI113B-05_LF,XZI113B-05_LF    H-100B ,HOT
33025,XZI113B-06_LF,XZI113B-06_LF    H-100B ,HOT
33026,XZI113B-07_LF,XZI113B-07_LF    H-100B ,HOT
33027,XZI113B-08_LF,XZI113B-08_LF    H-100B ,HOT
33028,XZI113B-09_LF,XZI113B-09_LF    H-100B ,HOT
33029,XZI113B-10_LF,XZI113B-10_LF    H-100B ,HOT
33030,XZOL101B_LF,XZOL101B_LF      H-100B ,HOT
33031,XZOL103B_LF,XZOL103B_LF      H-100B ,HOT
33032,XZOL104B_LF,XZOL104B_LF      H-100B ,HOT
33033,XZOL105B_LF,XZOL105B_LF      H-100B ,HOT
33034,XZOL106B_LF,XZOL106B_LF      H-100B ,HOT
33035,XZOL107B_LF,XZOL107B_LF      H-100B ,HOT
33036,XZOL108B_LF,XZOL108B_LF      H-100B ,HOT
33037,XZOL109B_LF,XZOL109B_LF      H-100B ,HOT
33038,XZOL110B_LF,XZOL110B_LF      H-100B ,HOT
33039,XZOL111B_LF,XZOL111B_LF      H-100B ,HOT
33040,XZOL112B-01_LF,XZOL112B-01_LF   H-100B ,HOT
33041,XZOL112B-02_LF,XZOL112B-02_LF   H-100B ,HOT
33042,XZOL112B-03_LF,XZOL112B-03_LF   H-100B ,HOT
33043,XZOL112B-04_LF,XZOL112B-04_LF   H-100B ,HOT
33044,XZOL112B-05_LF,XZOL112B-05_LF   H-100B ,HOT
33045,XZOL112B-06_LF,XZOL112B-06_LF   H-100B ,HOT
33046,XZOL112B-07_LF,XZOL112B-07_LF   H-100B ,HOT
33047,XZOL112B-08_LF,XZOL112B-08_LF   H-100B ,HOT
33048,XZOL112B-09_LF,XZOL112B-09_LF   H-100B ,HOT
33049,XZOL112B-10_LF,XZOL112B-10_LF   H-100B ,HOT
33050,XZOL114B_LF,XZOL114B_LF      H-100B ,HOT
33051,XZOL115B_LF,XZOL115B_LF      H-100B ,HOT
33052,XZOL-116B,XZOL-116B        H-100B ,HOT
33053,XZOL116B_LF,XZOL116B_LF      H-100B ,HOT
33054,XZOL-117B,XZOL-117B        H-100B ,HOT
33055,XZOL117B_LF,XZOL117B_LF      H-100B ,HOT
33056,XZR113B-01_LF,XZR113B-01_LF    H-100B ,HOT
33057,XZR113B-02_LF,XZR113B-02_LF    H-100B ,HOT
33058,XZR113B-03_LF,XZR113B-03_LF    H-100B ,HOT
33059,XZR113B-04_LF,XZR113B-04_LF    H-100B ,HOT
33060,XZR113B-05_LF,XZR113B-05_LF    H-100B ,HOT
33061,XZR113B-06_LF,XZR113B-06_LF    H-100B ,HOT
33062,XZR113B-07_LF,XZR113B-07_LF    H-100B ,HOT
33063,XZR113B-08_LF,XZR113B-08_LF    H-100B ,HOT
33064,XZR113B-09_LF,XZR113B-09_LF    H-100B ,HOT
33065,XZR113B-10_LF,XZR113B-10_LF    H-100B ,HOT
33066,HS118B-BSA_LF,HS118B-BSA_LF    H-100B ,HOT
33067,HS118B-BSB_LF,HS118B-BSB_LF    H-100B ,HOT
33068,HS118B-BSC_LF,HS118B-BSC_LF    H-100B ,HOT
33069,XA144B,XA144B           BNR VAL,HOT
33070,SCS0218-ASO,SCS0218-ASO,HOT
33071,TPAHH132B,TPAHH132B        FLUE GA,HOT
33072,XA140B-B2_LF,XA140B-B2_LF     H-100B ,HOT
33073,XA140B-H2_LF,XA140B-H2_LF     H-100B ,HOT
33074,XATAHH127B-B2_LF,XATAHH127B-B2_LF H-100B ,HOT
33075,XATAHH127B-H2_LF,XATAHH127B-H2_LF H-100B ,HOT
33076,XAH100B-FG,XAH100B-FG       H-100B ,HOT
33077,XAPIC132B,XAPIC132B     PRESET DRA,HOT
33078,XL-158B,XL158B RDY  TO OFF HORN,HOT
33079,FALL101B,H100B LIQ FEED FLOW LTRP,HOT
33080,FALL102B,H100B LIQ INDV. PASS SUM,HOT
33081,FALL107B-1,H100B DS PASS#1 FLOW LTR,HOT
33082,FALL107B-2,H100B DS PASS#2 FLOW LTR,HOT
33083,FALL107B-3,H100B DS PASS#3 FLOW LTR,HOT
33084,FALL107B-4,H100B DS PASS#4 FLOW LTR,HOT
33085,FALL103B,H100B GAS FEED FLOW LTRP,HOT
33086,LAH101B,LAH101B          H-100B ,HOT
33087,TAPH125B,TAPH125B          H-100B,HOT
33088,PALF127B,PALF127B         H-100B ,HOT
33089,PALF129B,PALF129B         H-100B ,HOT
33090,PDALF122B,PDALF122B        H-100B ,HOT
33091,FALL107B,FALL107B DIL STEAM LOW T,HOT
33092,HAH100BSD2AN,HAH100BSD2 H-100B MAN TO,HOT
33093,SCS0218BSAN,SCS0218 BYPASS ACTIVE(CO,HOT
33094,TAH120BAN,TAH120B COT PASS TEMP H,HOT
33095,TAHH120B,TAHH120B COT PASS TEMP H,HOT
33096,XZA-165B,XZE165B CRACKED GAS MOV ,HOT
33097,XL165B-C_LF,XL116B-C_LF H-100B PERM.,HOT
33098,XL165B-O_LF,XL116B-O_LF  H-100B PERM,HOT
33099,HSXV165B-CL_LF,HSXV165B-CL_LF H-100B CL,HOT
33100,HSXV165B-OP_LF,HSXV165B-OP_LF H-100B OP,HOT
33101,XSXV165B-CL_LF,XSXV165B-CL_LF H-100B CO,HOT
33102,XSXV165B-EN_LF,XSXV165B-EN_LF H-100B CO,HOT
33103,XSXV165B-OP_LF,XSXV165B-OP_LF H-100B CO,HOT
33104,XZCL165B_LF,XZCL165B_LF XV-165B LIMI,HOT
33105,XZE165B_LF,XV-165B CRACKED GAS MOV ,HOT
33106,XZOL165B_LF,XZOL165B_LF XV-165B LIMI,HOT
33107,XA165B-BS,XA165B-BS        H-100B ,HOT
33108,PDAH185B,PDAH185B         H-100B ,HOT
33109,PDAHH185B,PDAHH185B        H-100B ,HOT
33110,PDAL185B,PDAL185B         H-100B ,HOT
33111,PDALL185B,PDALL185B        H-100B ,HOT
33112,PDALF185B,PDALF185B        H-100B ,HOT
33113,XZOL-165B,XZO-165B H-120B OPEN XV-,HOT
33114,HSH100B-SD1-A,H100B SD1,HOT
33115,HSH100B-SD2-AA,H100B SD2,HOT
33116,HSH100B-SD2-BA,H100B SD2 (L),HOT
33117,HS118B-BSA,EMERGENCY   ISOLATION SW,HOT
33118,HSXV116B-CL,CLOSE       XV116B,HOT
33119,HSXV116B-OP,OPEN        XV116B,HOT
33120,HSXV117B-CL,CLOSE       XV117B,HOT
33121,HSXV117B-OP,OPEN        XV117B,HOT
33122,HS148B,LAMP TEST   TLV/DV PANEL,HOT
33123,HSH100B-SD1-B,H100B SD1,HOT
33124,HSH100B-SD2-AB,H100B SD2,HOT
33125,HSH100B-SD2-BB,H100B SD2 (L),HOT
33126,HS118B-BSB,EMERGENCY   ISOLATION SW,HOT
33127,HSXV165B-CL,CLOSE       XV165B,HOT
33128,HSXV165B-OP,OPEN        XV165B,HOT
33129,XEV106B,COMMAND TO  OPN XV106B,HOT
33130,XEV107B,COMMAND TO  CLS XV107B,HOT
33131,XEV108B,COMMAND TO  OPN XV108B,HOT
33132,XEV109B,COMMAND TO  OPN XV109B,HOT
33133,XEV110B,COMMAND TO  OPN XV110B,HOT
33134,XEV111B,COMMAND TO  CLS XV111B,HOT
33135,HSH100B-SD1-C,H100B SD1,HOT
33136,HSH100B-SD2-AC,H100B SD2,HOT
33137,HSH100B-SD2-BC,H100B SD2 (L),HOT
33138,HS118B-BSC,EMERGENCY   ISOLATION SW,HOT
33139,BE102B-01,FLAME STATUSSUP BNR#1,HOT
33140,BE102B-02,FLAME STATUSSUP BNR#2,HOT
33141,BE102B-03,FLAME STATUSSUP BNR#3,HOT
33142,BE102B-04,FLAME STATUSSUP BNR#4,HOT
33143,BE102B-05,FLAME STATUSSUP BNR#5,HOT
33144,BE102B-06,FLAME STATUSSUP BNR#6,HOT
33145,BE102B-07,FLAME STATUSSUP BNR#7,HOT
33146,BE102B-08,FLAME STATUSSUP BNR#8,HOT
33147,BE102B-09,FLAME STATUSSUP BNR#9,HOT
33148,BE102B-10,FLAME STATUSSUP BNR#10,HOT
33149,XZCL101B,XV101B LIMIT SW (CLS),HOT
33150,XZOL101B,XV101B LIMIT SW (OPN),HOT
33151,XZCL103B,XV103B LIMIT SW (CLS),HOT
33152,XZOL103B,XV103B LIMIT SW (OPN),HOT
33153,XZCL104B,XV104B LIMIT SW (CLS),HOT
33154,XZOL104B,XV104B LIMIT SW (OPN),HOT
33155,XZCL105B,XV105B LIMIT SW (CLS),HOT
33156,XZOL105B,XV105B LIMIT SW (OPN),HOT
33157,XZCL106B,XV106B LIMIT SW (CLS),HOT
33158,XZOL106B,XV106B LIMIT SW (OPN),HOT
33159,XZCL107B,XV107B LIMIT SW (CLS),HOT
33160,XZOL107B,XV107B LIMIT SW (OPN),HOT
33161,XZCL108B,XV108B LIMIT SW (CLS),HOT
33162,XZOL108B,XV108B LIMIT SW (OPN),HOT
33163,XZCL109B,XV109B LIMIT SW (CLS),HOT
33164,XZOL109B,XV109B LIMIT SW (OPN),HOT
33165,XZCL110B,XV110B LIMIT SW (CLS),HOT
33166,XZOL110B,XV110B LIMIT SW (OPN),HOT
33167,XZCL111B,XV111B LIMIT SW (CLS),HOT
33168,XZOL111B,XV111B LIMIT SW (OPN),HOT
33169,XZCL112B-01,XV112B01 LM SW (CLS),HOT
33170,XZOL112B-01,XV112B01 LM SW (OPN),HOT
33171,XZCL112B-02,XV112B02 LM SW (CLS),HOT
33172,XZOL112B-02,XV112B02 LM SW (OPN),HOT
33173,XZCL112B-03,XV112B03 LM SW (CLS),HOT
33174,XZOL112B-03,XV112B03 LM SW (OPN),HOT
33175,XZCL112B-04,XV112B04 LM SW (CLS),HOT
33176,XZOL112B-04,XV112B04 LM SW (OPN),HOT
33177,XZCL112B-05,XV112B05 LM SW (CLS),HOT
33178,XZOL112B-05,XV112B05 LM SW (OPN),HOT
33179,XZCL165B,XV165B LIMIT SW (CLS),HOT
33180,XZOL165B,XV165B LIMIT SW (OPN),HOT
33181,XZE165B,XV165B MOV FAULT,HOT
33182,XZCL112B-07,XV112B07 LM SW (CLS),HOT
33183,XZOL112B-07,XV112B07 LM SW (OPN),HOT
33184,XZCL112B-08,XV112B08 LM SW (CLS),HOT
33185,XZOL112B-08,XV112B08 LM SW (OPN),HOT
33186,XZCL112B-09,XV112B09 LM SW (CLS),HOT
33187,XZOL112B-09,XV112B09 LM SW (OPN),HOT
33188,XZCL112B-10,XV112B10 LM SW (CLS),HOT
33189,XZOL112B-10,XV112B10 LM SW (OPN),HOT
33190,XZI113B-01,IGN'R BNR#1 (INSERTED),HOT
33191,XZR113B-01,IGN'R BNR#1 (RETR),HOT
33192,XZI113B-02,IGN'R BNR#2 (INSERTED),HOT
33193,XZR113B-02,IGN'R BNR#2 (RETR),HOT
33194,XZI113B-03,IGN'R BNR#3 (INSERTED),HOT
33195,XZR113B-03,IGN'R BNR#3 (RETR),HOT
33196,XZI113B-04,IGN'R BNR#4 (INSERTED),HOT
33197,XZR113B-04,IGN'R BNR#4 (RETR),HOT
33198,XZI113B-05,IGN'R BNR#5 (INSERTED),HOT
33199,XZR113B-05,IGN'R BNR#5 (RETR),HOT
33200,XZI113B-06,IGN'R BNR#6 (INSERTED),HOT
33201,XZR113B-06,IGN'R BNR#6 (RETR),HOT
33202,XZI113B-07,IGN'R BNR#7 (INSERTED),HOT
33203,XZR113B-07,IGN'R BNR#7 (RETR),HOT
33204,XZI113B-08,IGN'R BNR#8 (INSERTED),HOT
33205,XZR113B-08,IGN'R BNR#8 (RETR),HOT
33206,XZI113B-09,IGN'R BNR#9 (INSERTED),HOT
33207,XZR113B-09,IGN'R BNR#9 (RETR),HOT
33208,XZI113B-10,IGN'R BNR#10(INSERTED),HOT
33209,XZR113B-10,IGN'R BNR#10(RETR),HOT
33210,XZCL114B,XV114B LIMIT SW (CLS),HOT
33211,XZOL114B,XV114B LIMIT SW (OPN),HOT
33212,XZCL115B,XV115B LIMIT SW (CLS),HOT
33213,XZOL115B,XV115B LIMIT SW (OPN),HOT
33214,XZCL116B,XV116B LIMIT SW (CLS),HOT
33215,XZOL116B,XV116B LIMIT SW (OPN),HOT
33216,XZCL117B,XV117B LIMIT SW (CLS),HOT
33217,XZOL117B,XV117B LIMIT SW (OPN),HOT
33218,XZE116B,CG TO       TRANSFER LIN,HOT
33219,XZE117B,DECOKE EFFL FRM FURN,HOT
33220,XZCL112B-06,XV112B06 LM SW (CLS),HOT
33221,XZOL112B-06,XV112B06 LM SW (OPN),HOT
33222,BX101B-01,COMMAND TO  IGN'R BNR#1,HOT
33223,BX101B-02,COMMAND TO  IGN'R BNR#2,HOT
33224,BX101B-03,COMMAND TO  IGN'R BNR#3,HOT
33225,BX101B-04,COMMAND TO  IGN'R BNR#4,HOT
33226,BX101B-05,COMMAND TO  IGN'R BNR#5,HOT
33227,BX101B-06,COMMAND TO  IGN'R BNR#6,HOT
33228,BX101B-07,COMMAND TO  IGN'R BNR#7,HOT
33229,BX101B-08,COMMAND TO  IGN'R BNR#8,HOT
33230,BX101B-09,COMMAND TO  IGN'R BNR#9,HOT
33231,BX101B-10,COMMAND TO  IGN'R BNR#10,HOT
33232,XEV101B,COMMAND TO  OPN  XV101B,HOT
33233,XEV103B,COMMAND TO  OPN XV103B,HOT
33234,XEV104B,COMMAND TO  OPN XV104B,HOT
33235,XEV105B,COMMAND TO  OPN XV105B,HOT
33236,XSXV116B-CL,COMMAND TO  CLS XV116B,HOT
33237,XSXV116B-OP,COMMAND TO  OPEN XV116B,HOT
33238,XSXV116B-EN,COMMAND TO  OPER XV116B,HOT
33239,XSXV117B-CL,COMMAND TO  CLS XV117B,HOT
33240,XSXV117B-OP,COMMAND TO  OPEN XV117B,HOT
33241,XSXV117B-EN,COMMAND TO  OPER XV117B,HOT
33242,XATAHH127B-H2,H100B BOX   PRESS (HORN),HOT
33243,XATAHH127B-B2,H100B BOX   PRESS (BEC~),HOT
33244,XEV112B-01,COMMAND     OPN XV112B01,HOT
33245,XEV112B-02,COMMAND     OPN XV112B02,HOT
33246,XEV112B-03,COMMAND     OPN XV112B03,HOT
33247,XEV112B-04,COMMAND     OPN XV112B04,HOT
33248,XEV112B-05,COMMAND     OPN XV112B05,HOT
33249,XSXV165B-CL,COMMAND TO  CLS XV165B,HOT
33250,XSXV165B-OP,COMMAND TO  OPEN XV165B,HOT
33251,XSXV165B-EN,COMMAND TO  OPER XV165B,HOT
33252,XEV112B-07,COMMAND     OPN XV112B07,HOT
33253,XEV112B-08,COMMAND     OPN XV112B08,HOT
33254,XEV112B-09,COMMAND     OPN XV112B09,HOT
33255,XEV112B-10,COMMAND     OPN XV112B10,HOT
33256,XEV113B-01,COMMAND TO  IGN BNR#1,HOT
33257,XEV113B-02,COMMAND TO  IGN BNR#2,HOT
33258,XEV112B-06,COMMAND     OPN XV112B06,HOT
33259,XEV113B-03,COMMAND TO  IGN BNR#3,HOT
33260,XEV113B-04,COMMAND TO  IGN BNR#4,HOT
33261,XEV113B-05,COMMAND TO  IGN BNR#5,HOT
33262,XEV113B-06,COMMAND TO  IGN BNR#6,HOT
33263,XEV113B-07,COMMAND TO  IGN BNR#7,HOT
33264,XEV113B-08,COMMAND TO  IGN BNR#8,HOT
33265,XL165B-O,PERM. OPEN  XV165B LAMP,HOT
33266,XL165B-C,PERM. CLOSE XV165B LAMP,HOT
33267,XEV113B-09,COMMAND TO  IGN BNR#9,HOT
33268,XEV113B-10,COMMAND TO  IGN BNR#10,HOT
33269,XEV114B,COMMAND TO  OPN XV114B,HOT
33270,XEV115B,COMMAND TO  OPN XV115B,HOT
33271,XA140B-H2,H100B READY IGN (HORN),HOT
33272,XA140B-B2,H100B READY IGN (BEACON),HOT
33273,XSC100B-SP,COMMAND TO  STOP C-100B,HOT
33274,XL116B-C,PERM. CLOSE XV116B LAMP,HOT
33275,XL116B-O,PERM. OPEN  XV116B LAMP,HOT
33276,XL117B-C,PERM. CLOSE XV117B LAMP,HOT
33277,XL117B-O,PERM. OPEN  XV117B LAMP,HOT
33278,XA140B-H,H100B READY IGN (HORN),HOT
33279,XA140B-B,H100B READY IGN (BEACON),HOT
33280,XATAHH127B-H,H100B BOX   PRESS (HORN),HOT
33281,XATAHH127B-B,H100B BOX   PRESS (BEC~),HOT
33282,FI101C,H100C TOTAL LIQ FEED,CTU_TFU
33283,FI107C-1Z,H100C DS    PASS#1,HOT
33284,FI107C-2Z,H100C DS    PASS#2,HOT
33285,FI107C-3Z,H100C DS    PASS#3,HOT
33286,FI107C-4Z,H100C DS    PASS#4,HOT
33287,LI101C-AZ,H100C STEAM DRUM LEVEL,HOT
33288,LI101C-BZ,H100C STEAM DRUM LEVEL,HOT
33289,LI101C-CZ,H100C STEAM DRUM LEVEL,HOT
33290,PDI122C-A,H100C TLV   DIFF PRESS,HOT
33291,PDI122C-B,H100C TLV   DIFF PRESS,HOT
33292,PDI122C-C,H100C TLV   DIFF PRESS,HOT
33293,PI127C-AZ,H100C BTM   BNR FG PRESS,HOT
33294,PI127C-BZ,H100C BTM   BNR FG PRESS,HOT
33295,PI127C-CZ,H100C BTM   BNR FG PRESS,HOT
33296,PI129C-AZ,H100C WALL  BNR FG PRESS,HOT
33297,PI129C-BZ,H100C WALL  BNR FG PRESS,HOT
33298,PI129C-CZ,H100C WALL  BNR FG PRESS,HOT
33299,PI132C-AZ,H100C       BOX PRESS,HOT
33300,PI132C-BZ,H100C       BOX PRESS,HOT
33301,PI132C-CZ,H100C       BOX PRESS,HOT
33302,SI101C,H100C       ID FAN SPEED,HOT
33303,TI123C-A,H100C       X-OVER TEMP,HOT
33304,TI123C-B,H100C       X-OVER TEMP,HOT
33305,TI123C-C,H100C       X-OVER TEMP,HOT
33306,TI125C-AZ,H100C SHP   STEAM TEMP,HOT
33307,TI125C-BZ,H100C SHP   STEAM TEMP,HOT
33308,TI125C-CZ,H100C SHP   STEAM TEMP,HOT
33309,TI127C-A,H100C BOX   PRESS (TEMP),HOT
33310,TI127C-B,H100C BOX   PRESS (TEMP),HOT
33311,TI127C-C,H100C BOX   PRESS (TEMP),HOT
33312,TI120C-1AZ,H100C       COT PASS#1,HOT
33313,TI120C-1BZ,H100C       COT PASS#1,HOT
33314,TI120C-1CZ,H100C       COT PASS#1,HOT
33315,TI120C-2AZ,H100C       COT PASS#2,HOT
33316,TI120C-2BZ,H100C       COT PASS#2,HOT
33317,TI120C-2CZ,H100C       COT PASS#2,HOT
33318,TI120C-3AZ,H100C       COT PASS#3,HOT
33319,TI120C-3BZ,H100C       COT PASS#3,HOT
33320,TI120C-3CZ,H100C       COT PASS#3,HOT
33321,TI120C-4AZ,H100C       COT PASS#4,HOT
33322,TI120C-4BZ,H100C       COT PASS#4,HOT
33323,TI120C-4CZ,H100C       COT PASS#4,HOT
33324,TI125C-AZ-DL,H100C SHP   STEAM TEMP,HOT
33325,TI125C-BZ-DL,H100C SHP   STEAM TEMP,HOT
33326,TI125C-CZ-DL,H100C SHP   STEAM TEMP,HOT
33327,FI102C-1Z,H100C LIQ   PASS#1,HOT
33328,FI102C-2Z,H100C LIQ   PASS#2,HOT
33329,FI102C-3Z,H100C LIQ   PASS#3,HOT
33330,FI102C-4Z,H100C LIQ   PASS#4,HOT
33331,FI107C-1YZ,H100C DS    PASS#1,HOT
33332,FI107C-2YZ,H100C DS    PASS#2,HOT
33333,FI107C-3YZ,H100C DS    PASS#3,HOT
33334,FI107C-4YZ,H100C DS    PASS#4,HOT
33335,HSFI101C_MOS,H100C TOT   LIQ FEED,HOT
33336,HSFI107C-1Z_MOS,H100C   DS PASS#1,HOT
33337,HSFI107C-2Z_MOS,H100C   DS PASS#2,HOT
33338,HSFI107C-3Z_MOS,H100C   DS PASS#3,HOT
33339,HSFI107C-4Z_MOS,H100C   DS PASS#4,HOT
33340,HSLI101C-AZ_MOS,H100C   LEVEL,HOT
33341,HSLI101C-BZ_MOS,H100C   LEVEL,HOT
33342,HSLI101C-CZ_MOS,H100C   LEVEL,HOT
33343,HSPI127C-AZ_MOS,H100C   BTM BNR PRES,HOT
33344,HSPI127C-BZ_MOS,H100C   BTM BNR PRES,HOT
33345,HSPI127C-CZ_MOS,H100C   BTM BNR PRES,HOT
33346,HSPI129C-AZ_MOS,H100C   W. BNR PRES,HOT
33347,HSPI129C-BZ_MOS,H100C   W. BNR PRES,HOT
33348,HSPI129C-CZ_MOS,H100C   W. BNR PRES,HOT
33349,HSPI132C-AZ_MOS,H100C   BOX PRESS,HOT
33350,HSPI132C-BZ_MOS,H100C   BOX PRESS,HOT
33351,HSPI132C-CZ_MOS,H100C   BOX PRESS,HOT
33352,HSTI123C-A_MOS,H100C    X-OVER TEMP,HOT
33353,HSTI123C-B_MOS,H100C    X-OVER TEMP,HOT
33354,HSTI123C-C_MOS,H100C    X-OVER TEMP,HOT
33355,HSTI125C-AZ_MOS,H100C   SHPS TEMP,HOT
33356,HSTI125C-BZ_MOS,H100C   SHPS TEMP,HOT
33357,HSTI125C-CZ_MOS,H100C   SHPS TEMP,HOT
33358,HSTI127C-A_MOS,H100C BOX  PRES(TEMP),HOT
33359,HSTI127C-B_MOS,H100C BOX  PRES(TEMP),HOT
33360,HSTI127C-C_MOS,H100C BOX  PRES(TEMP),HOT
33361,HSTI120C-1AZ_MOS,H100C  COT PASS#1,HOT
33362,HSTI120C-1BZ_MOS,H100C  COT PASS#1,HOT
33363,HSTI120C-1CZ_MOS,H100C  COT PASS#1,HOT
33364,HSTI120C-2AZ_MOS,H100C  COT PASS#2,HOT
33365,HSTI120C-2BZ_MOS,H100C  COT PASS#2,HOT
33366,HSTI120C-2CZ_MOS,H100C  COT PASS#2,HOT
33367,HSTI120C-3AZ_MOS,H100C  COT PASS#3,HOT
33368,HSTI120C-3BZ_MOS,H100C  COT PASS#3,HOT
33369,HSTI120C-3CZ_MOS,H100C  COT PASS#3,HOT
33370,HSTI120C-4AZ_MOS,H100C  COT PASS#4,HOT
33371,HSTI120C-4BZ_MOS,H100C  COT PASS#4,HOT
33372,HSTI120C-4CZ_MOS,H100C  COT PASS#4,HOT
33373,HSFI107C-1YZ_MOS,H100C DS    PASS#1,HOT
33374,HSFI107C-2YZ_MOS,H100C DS    PASS#2,HOT
33375,HSFI107C-3YZ_MOS,H100C DS    PASS#3,HOT
